Language,Project,Special_Project,Files,Tokens,Lines,Functions,Classes,Total_Imports,Standard_Imports,Cross_File_Imports,Intra_File_Dependencies
C#,Unifi-Tools_UFiber.Configurator,No,10,1717,254,24,9,17,5,12,100
C#,Traeger-GmbH_opcuanet-samples,No,187,92761,11096,341,213,549,292,257,3139
C#,MidLevel_MLAPI.Puncher,No,22,9973,1272,57,23,50,27,23,290
C#,ThiagoBarradas_jsonmasking,No,5,8329,999,54,5,23,12,11,271
C#,elsa-workflows_elsa-samples,No,5,1957,265,28,5,13,5,8,165
C#,zanders3_json,No,6,6098,843,38,12,24,16,8,321
C#,tomcarver16_ADSearch,No,18,2974,474,30,16,34,15,19,188
C#,aloneguid_stowage,No,122,78384,8593,474,118,467,407,60,3324
C#,sorabug_ChangeTimestamp,No,4,1254,168,14,3,10,6,4,78
C#,kevinjpetersen_BlazorQuery,No,15,10602,1012,73,26,54,39,15,444
C#,serilog-contrib_serilog-sinks-applicationinsights,No,32,13498,1609,87,33,182,98,84,523
C#,dluc_openai-tools,No,5,5944,335,11,5,26,21,5,209
C#,S3cur3Th1sSh1t_RDPThiefInject,No,8,890,168,9,7,11,5,6,43
C#,RCStep_CSSG,No,6,780,140,16,5,9,3,6,50
C#,senzee1984_EDRPrison,No,6,1253,200,20,4,11,5,6,105
C#,alexellis_HandsOnDocker,No,11,1861,270,10,6,40,34,6,95
C#,lele8_SharpDBeaver,No,5,917,116,10,3,7,4,3,42
C#,0xthirteen_SharpStay,No,15,1889,287,24,12,27,10,17,145
C#,SteveSandersonMS_wasm-component-sdk,No,18,3793,446,40,15,31,13,18,218
C#,mcintyre321_LinqToAnything,No,19,17491,2064,127,39,77,65,12,895
C#,Wintellect_FastFileFinder,No,19,1728,270,24,21,17,6,11,76
C#,serilog_serilog-sinks-file,No,49,33880,3483,165,26,115,28,87,1309
C#,stevehansen_csv,No,28,23740,2743,166,29,74,50,24,1227
C#,jnqpblc_SharpSpray,No,3,1250,157,9,3,7,3,4,84
C#,TestResults,No,3,751,122,16,3,4,0,4,69
C#,datalust_dotnet6-serilog-example,No,5,315,59,3,3,5,0,5,22
C#,uberhalit_SekiroFpsUnlockAndMore,No,16,2305,326,26,12,16,10,6,89
C#,JakeBayer_FuzzySharp,No,51,29979,3318,157,55,147,75,72,899
C#,swisskyrepo_SharpLAPS,No,10,2344,373,28,9,19,9,10,138
C#,tonerdo_dotnet-env,No,32,25833,2541,119,42,96,56,40,1670
C#,stavroskasidis_BlazorWithIdentity,No,26,8933,1280,47,21,111,75,36,437
C#,prasannavl_LiquidState,No,49,35113,3821,100,82,145,82,63,1250
C#,AspNetMonsters_Blazor.Geolocation,No,11,3649,476,36,10,35,18,17,203
C#,CCob_DRSAT,No,9,7016,666,26,14,33,22,11,314
C#,rocksdanister_lively-linux,No,26,12639,1922,88,50,127,76,51,599
Java,xiaofeidev_RoundWidget,No,21,11326,1242,106,22,97,1,96,729
Java,sockeqwe_fragmentargs,No,47,25741,3146,174,52,169,70,99,1606
Java,spengilley_ActivityFragmentMVP,No,28,4015,618,70,27,85,3,82,215
Java,brettwooldridge_SansOrm,No,53,57519,7446,368,55,346,148,198,3019
Java,jiaqi_jmxterm,No,125,57103,7161,279,111,814,248,566,3274
Java,AndroidAdvanceWithGeektime_Chapter07,No,22,19768,2365,152,32,118,66,52,984
Java,whytot_BadgeForAppIcon,No,23,8032,965,48,23,180,15,165,458
Java,binarywang_java-emoji-converter,No,14,7370,711,54,8,40,9,31,283
Java,jhalterman_typetools,No,18,20444,2055,114,28,131,79,52,1002
Java,inloop_easygcm,No,26,10402,1236,107,27,95,2,93,623
Java,zfkun_ja-netfilter-mymap-plugin,No,23,3712,474,56,23,43,17,26,309
Java,unterstein_binance-trader,No,9,1564,200,10,4,7,0,7,109
Java,pilgr_Paper,No,36,23527,2952,233,49,296,92,204,2011
Java,spotify_docker-maven-plugin,No,38,31350,3360,73,40,359,81,278,1916
Java,opendatalab-de_geojson-jackson,No,43,18364,2112,253,44,152,48,104,1278
Java,orhanobut_tracklytics,No,34,15535,1901,110,25,132,63,69,1240
Java,commoncrawl_news-crawl,No,20,17872,1883,67,25,234,56,178,834
Java,subchen_jetbrick-template-2x,No,205,115542,13771,835,199,889,157,732,5915
Java,googlearchive_android-ClippingBasic,No,16,10464,1257,96,17,67,0,67,402
Java,JoonasVali_NaturalMouseMotion,No,57,39159,3483,248,59,248,44,204,1559
Java,ocpsoft_prettytime,No,157,219131,22014,618,163,760,344,416,11255
Java,wendy512_stream,No,77,42323,4908,212,87,459,152,307,1971
Java,ikkisoft_SerialKiller,No,11,4306,523,20,10,68,38,30,354
Java,markushi_android-ui,No,16,7898,899,85,16,50,2,48,362
Java,wangshaolei_AutoSpannableTextView,No,8,3914,457,31,10,60,0,60,301
Java,c0ny1_chunked-coding-converter,No,3,4046,414,42,3,5,3,2,149
Java,martin90s_ImagePicker,No,74,72785,8952,721,93,643,82,561,3759
Java,johanjanssen_JavaUpgrades,No,54,4427,700,42,36,86,22,64,298
Java,spring-attic_sso,No,4,2349,277,14,6,47,10,37,199
Java,corbt_react-native-keep-awake,No,3,1156,177,6,1,2,0,2,133
Java,code4craft_hello-design-pattern,No,92,12185,1722,152,103,192,22,170,686
Java,djilk_ROSBridgeClient,No,3,613,84,14,3,2,0,2,45
Java,vulhub_Apereo-CAS-Attack,No,3,1564,184,14,2,2,0,2,121
Java,tuenti_SmsRadar,No,31,13223,1572,140,28,119,11,108,719
Java,AllenDowney_ThinkJavaCode,No,76,21319,2902,264,76,54,37,17,1252
Java,ctudose_junit-in-action-third-edition,No,398,162516,20185,1093,363,1418,374,1044,6503
Java,fenjuly_ToggleExpandLayout,No,14,6361,846,93,21,63,1,62,490
Java,eleme_Amigo,No,130,71127,8870,504,172,939,233,706,4527
Java,tdebatty_java-string-similarity,No,52,34711,3607,124,52,151,31,120,1046
Java,Dawish_GoogleArchitectureDemo,No,85,34897,4600,359,91,509,47,462,1667
Java,yujiasun_Distributed-Kit,No,26,9824,1200,70,26,126,39,87,642
Java,awslabs_route53-infima,No,25,24109,2371,77,27,113,79,34,1217
Java,Suryakant-Bharti_Important-Java-Concepts,No,607,89304,11948,828,330,84,75,9,4314
Java,LatencyUtils_LatencyUtils,No,26,26458,2506,98,34,70,33,37,985
Java,remind101_android-arch-sample,No,29,8511,1236,148,37,119,20,99,645
Java,markzhai_DataBindingAdapter,No,19,7290,921,84,27,90,14,76,469
Java,scottyab_AESCrypt-Android,No,11,4730,559,16,11,30,18,12,212
Java,jkrasnay_sqlbuilder,No,72,30165,3977,360,78,197,123,74,1967
Java,tasomaniac_DelayedProgress,No,9,10055,1149,92,8,112,0,112,796
Java,wstrange_GoogleAuth,No,22,21254,2434,93,23,51,31,20,652
Java,gcacace_android-signaturepad,No,17,11020,1254,98,20,62,7,55,637
Java,dearbinge_dubbo-spring-boot-mybatis-redis,No,24,8681,1111,57,22,97,15,82,405
Java,vatri_spring-rest-ecommerce,No,56,15514,2223,218,49,273,47,226,1093
Java,lhazlewood_apache-shiro-tutorial-webapp,No,7,1834,243,22,7,8,0,8,202
Java,dadaewq_Install-Lion,No,3,589,82,14,3,2,0,2,57
Java,yacy_yacy_grid_crawler,No,18,16380,1513,57,21,147,51,96,956
Java,whwlsfb_JDumpSpider,No,36,20860,2257,283,32,100,39,61,1135
Java,renxuelong_ComponentDemo,No,36,5308,777,77,39,124,0,124,288
Java,mherrmann_java-generator-functions,No,3,1988,296,26,14,16,10,6,133
Java,cyfonly_FLogger,No,24,9019,1090,60,24,67,24,43,496
Java,Java-aid_Hackerrank-Solutions,No,302,91452,12857,524,297,481,465,16,3707
Java,Netflix_dyno-queues,No,49,66125,7490,476,54,450,182,268,3833
Java,JulienGenoud_android-percent-support-lib-sample,No,7,3632,499,44,10,52,0,52,204
Java,knightliao_pikaQ,No,112,36602,5036,316,109,609,106,503,1608
Java,google_mail-importer,No,53,30357,3809,106,55,351,74,277,1669
Java,woodpecker-framework_ysoserial-for-woodpecker,No,133,89902,8650,240,159,1138,380,758,4286
Java,tamir7_Contacts,No,20,15081,1917,115,28,52,16,36,913
Java,gabrieldim_JUnit-CACC-RACC,No,5,3575,275,14,3,4,0,4,190
Java,payatu_diva-android,No,32,16521,1718,74,33,213,6,207,618
Java,NeonOrbit_Dexplore,No,78,65920,7675,468,61,580,178,402,2864
Java,julian-klode_dns66,No,53,55558,6275,198,67,654,166,488,3824
Java,aventrix_jnanoid,No,3,2887,302,26,3,10,6,4,150
Java,skydoves_PreferenceRoom,No,56,38876,4241,266,48,379,79,300,2132
Java,NewBeginning6_Subdir-vul-find,No,23,13746,1603,40,23,50,32,18,1013
Java,JamesZBL_java_design_patterns,No,192,71355,8253,357,188,219,64,155,1785
Java,apache_rocketmq-spring,No,116,96339,10213,649,116,1002,185,817,4148
Java,chiteroman_BootloaderSpoofer,No,3,831,115,13,3,2,0,2,95
Java,cmusphinx_pocketsphinx-android,No,16,2748,359,62,19,15,5,10,213
Java,openjfx_javafx-maven-plugin,No,17,16966,1868,57,16,225,73,152,1025
Java,javadev_file-manager,No,3,1464,197,14,3,12,6,6,129
Java,cyrildiagne_ar-cptext,No,17,16697,1781,98,17,170,28,142,746
Java,kungfoo_geohash-java,No,33,26787,2586,228,33,106,31,75,1371
Java,yinjihuan_netty-im,No,50,18667,2469,109,42,340,32,308,1184
Java,code-not-found_spring-kafka,No,3,1331,171,22,3,6,0,6,102
Java,casidiablo_multidex,No,19,16905,1854,44,20,125,78,47,814
Java,yankils_hello-world,No,3,542,80,2,1,2,0,2,39
Java,Jude95_Utils,No,13,9738,1266,79,11,84,37,47,743
Java,sebhoerl_Twig-netbeans,No,39,16116,2025,189,50,254,63,191,833
Java,editorconfig_editorconfig-jetbrains,No,9,5318,612,43,10,104,23,81,286
Java,Meituan-Dianping_walle,No,64,74318,8206,309,92,398,250,148,2266
Java,agarciadom_xeger,No,9,5647,615,36,10,31,13,18,383
Java,gabrieldim_Junit-ISP-Testing,No,3,1843,215,21,3,7,5,2,113
Java,microsoft_vscode-remote-try-java,No,3,536,85,13,3,0,0,0,35
Java,mohak1712_UberUX,No,25,10416,1340,96,25,244,9,235,731
Java,nexmark_nexmark,No,72,71735,7910,384,69,506,210,296,3050
Java,JakeWharton_picasso2-okhttp3-downloader,No,11,2086,249,24,11,21,11,10,121
Java,andydevacc_MentionEditText,No,3,10899,1137,95,7,73,9,64,881
Java,ververica_flink-sql-gateway,No,179,120738,13499,643,218,1638,344,1294,4889
Java,shabbirdwd53_Springboot-Microservice,No,28,2607,410,19,20,98,0,98,98
Java,redwarp_9-Patch-Resizer,No,27,23382,2721,119,36,107,68,39,1106
Java,yacy_yacy_grid_search,No,8,1367,186,7,4,6,0,6,132
Java,ali-bouali_one-to-one-chat-spring-boot-web-socket,No,20,4193,561,16,15,116,17,99,299
Java,ZhaoKaiQiang_ParticleLayout,No,40,13708,1581,134,41,143,23,120,610
Java,mar-v-in_ArtHook,No,15,4001,467,25,17,58,10,48,262
Java,chengzhicao_ChannelView,No,21,19074,2245,142,25,108,13,95,943
Java,DevinShine_easyloadingbtn,No,2,464,70,8,2,12,0,12,27
Java,Blizzard-liu_AndroidUtils,No,33,41217,4746,224,39,194,47,147,1611
Java,CodingGay_BlackObfuscator-ASPlugin,No,16,3649,440,28,16,40,11,29,227
Java,googlearchive_android-BluetoothLeGatt,No,11,8263,982,70,13,66,7,59,375
Java,NetEase_arrow,No,15,15553,1724,93,16,126,53,73,1040
Java,zsoltherpai_feather,No,34,7422,1111,90,68,93,6,87,521
Java,txusballesteros_fit-chart,No,19,7345,856,69,18,52,5,47,360
Java,l42111996_java-Kcp,No,154,131492,15215,848,169,661,204,457,4429
Java,Hankkin_TaoBaoDetailDemo,No,22,15401,1840,142,27,143,6,137,788
Java,justonedb_kafka-sink-pg-json,No,6,1462,217,8,2,24,6,18,86
Java,rohanpadhye_vasco,No,41,47837,5173,229,43,243,71,172,1796
Java,1321928757_Concurrent-MulThread,No,59,21869,2638,100,58,250,80,170,921
Java,madvirus_ddd-start,No,175,42078,5546,445,175,861,157,704,2446
Java,Cybereason_Logout4Shell,No,4,3104,355,17,8,48,17,31,214
Java,czz1233_GBByPass,No,14,2567,369,37,14,14,1,13,222
Java,aegis1980_WifiHotSpot,No,3,1691,228,6,3,2,0,2,212
Java,nzakas_props2js,No,6,5971,698,29,6,22,17,5,474
Java,springframeworkguru_spring5webapp,No,7,759,111,18,7,7,0,7,48
Java,davidmoten_geo,No,34,26953,2941,209,35,109,42,67,1466
Java,happyfish100_fastdfs-client-java,No,48,84352,8919,260,61,146,92,54,2962
Java,libxzr_HorizonKernelFlasher,No,9,5919,768,32,9,70,15,55,631
Java,bmwcarit_hmm-lib,No,15,16808,1695,78,24,42,29,13,768
Java,doyensec_ajpfuzzer,No,15,3670,436,6,3,21,9,12,237
Java,birajpatel_GridListViewAdapters,No,91,56425,6728,420,85,402,32,370,1791
Java,Hitomis_CircleMenu,No,16,2407,333,29,15,51,0,51,143
Java,dlew_rxjava-multiple-sources-sample,No,11,2890,395,36,11,21,1,20,233
Java,commonsguy_cwac-merge,No,4,3945,513,67,10,14,4,10,207
Java,1ssqq1lxr_iot_push,No,110,59763,5928,311,112,562,160,402,2590
Java,annabergite_abg-rpc,No,263,201228,24390,1331,273,2097,604,1493,10589
Java,tonybase_netty-chat,No,36,24956,3550,185,51,209,12,197,1218
Java,caoym_jjvm,No,34,14687,1828,85,30,120,40,80,742
Java,yandex-qatools_postgresql-embedded,No,63,30430,3498,216,64,522,142,380,1996
Java,drakeet_Floo,No,56,19420,2600,195,56,241,24,217,985
Java,OpenGamma_ElSql,No,43,37415,4464,262,23,87,41,46,2152
Java,shekhargulati_30-seconds-of-java,No,5,13998,1436,59,13,52,44,8,1077
Java,googlearchive_android-SlidingTabsBasic,No,20,17004,1851,134,26,80,0,80,864
Java,usadellab_Trimmomatic,No,71,41355,5252,231,72,339,202,137,1942
Java,ainilife_zebra-dao,No,25,12489,1555,123,20,130,49,81,662
Java,alexjlockwood_adp-path-morph-play-to-pause,No,5,958,130,16,5,4,0,4,90
Java,fafaldo-zz_FABToolbar,No,11,6579,711,44,11,66,5,61,458
Java,adennie_fb-android-dagger,No,30,19283,2488,149,34,243,75,168,888
Matlab,PrakritTyagi_MPC_Target-Tracking_UAV,No,12,36415,2097,4,0,2,0,2,1512
Matlab,Cking616_Adavance_PID,No,16,11331,949,34,4,2,2,0,708
Matlab,KaitaiD_FEM-beam-model-dynamic-analysis,No,33,29318,2474,21,0,2,0,2,1706
Matlab,4MOR3_HEMS,No,14,12991,824,3,0,0,0,0,447
Matlab,IzouGend_MCMCDA,No,33,26326,2052,23,0,0,0,0,968
Matlab,mcyeh_mstamp,No,27,16529,1660,73,17,0,0,0,813
Matlab,le-liang_ResourceAllocationDelayedCSI,No,23,6472,520,7,0,1,0,1,211
Matlab,VehicleReId_VeRi,No,4,2350,231,17,0,0,0,0,111
Matlab,DongChen06_NGSIM_DATA_PROCESSING,No,9,3769,364,0,0,0,0,0,194
Matlab,dong-hao_EM3DVP,No,247,183842,16503,264,0,5,0,5,10484
Matlab,HirojiSawatari_EEMD-Project,No,7,2924,307,18,0,0,0,0,186
Matlab,balcilar_Multi-Robot-Path-Planning-on-Graphs,No,18,7525,654,20,4,0,0,0,334
Matlab,amaas_rnn-speech-denoising,No,35,12381,1206,10,0,0,0,0,477
Matlab,maxime_ChinaMapDeviation,No,3,8185,438,22,4,0,0,0,236
Matlab,ethz-asl_dataset_tools,No,35,15745,1696,96,2,11,6,5,771
Matlab,baddoo_piDMD,No,20,3873,340,18,0,7,6,1,216
Matlab,fcampelo_DEMO,No,26,32343,2784,78,0,0,0,0,940
Matlab,Fatemeh-MA_A-Dynamic-Programming-Offloading-Algorithm-for-Mobile-Cloud-Computing,No,18,10963,856,20,6,3,0,3,473
Matlab,2417677728_OFDM,No,13,5228,456,35,0,0,0,0,206
Matlab,zhjwustc_icip17_stereo_hand_pose_dataset,No,6,4346,284,11,2,0,0,0,196
Matlab,qwe14789cn_SP,No,164,55732,5578,246,0,0,0,0,1771
Matlab,rbgirshick_rcnn,No,95,50568,4803,121,0,18,0,18,1840
Matlab,rpng_lips,No,620,378529,36961,679,0,13,0,13,9677
Matlab,a-nagrani_VGGVox,No,3,227,24,1,0,0,0,0,17
Matlab,yqueau_normal_integration,No,38,31987,2492,59,0,3,0,3,1554
Matlab,msepulcre_C-V2X,No,29,15104,958,19,0,0,0,0,366
Matlab,maestro-project_maestro,No,67,414816,33264,6,0,0,0,0,35755
Matlab,iguanaus_ScatterNet,No,29,12034,967,40,0,0,0,0,342
Matlab,ayanc_mdepth,No,12,4704,409,14,0,0,0,0,222
Matlab,karanahujax_PUF,No,14,5337,420,35,9,2,2,0,311
Matlab,ewiger_yamlmatlab,No,40,18052,2195,165,1,18,0,18,1135
Matlab,Ir1d_DARKFACE_eval_tools,No,17,8605,809,36,3,0,0,0,354
Matlab,sunzuolei_astar_dijkstra_rrt,No,73,39303,3985,176,0,5,0,5,1812
Matlab,sandy2008_Neural-Networks-to-solve-PDE,No,24,5339,400,23,0,0,0,0,239
Matlab,zhouwt612_Wireless-Communication-Paper-Code-Reproduce,No,316,134961,11989,275,3,0,0,0,5327
Matlab,arobey1_LipSDP,No,22,7296,618,31,0,0,0,0,240
Matlab,eruffaldi_ukfmanifold,No,123,70577,6071,199,11,0,0,0,3021
Matlab,jebej_MatlabWebSocket,No,21,5585,662,56,5,2,0,2,333
Matlab,KaenChan_robust-elm-irls,No,46,45444,4523,108,0,2,0,2,1970
Matlab,phamqv_WOA_5G_Communications,No,20,24404,1793,34,0,0,0,0,803
Matlab,badber_StochasticUnitCommitment,No,18,4832,491,14,0,0,0,0,168
Matlab,kts_matlab-midi,No,18,17124,1569,52,3,5,4,1,721
Matlab,diehl_Incremental-SVM-Learning-in-MATLAB,No,35,27701,2497,31,1,4,4,0,813
Matlab,PolyuWirelessCommunicationLab_Channel-Estimation-for-Intelligent-Reflecting-Surface-Assisted-Multiuser-Communications,No,18,10497,769,27,0,0,0,0,337
Matlab,ilyabo_annemo,No,5,2613,249,23,2,6,6,0,101
Matlab,bewimm_kinodynamic_rrt_star,No,21,19550,1599,97,7,10,5,5,930
Matlab,bobvo23_flicker_stimulator,No,15,5415,528,5,0,0,0,0,173
Matlab,Hannah-Zhou_Optimization_Algorithm,No,39,13475,1178,59,20,0,0,0,423
Matlab,EnigmaHuang_Poisson_FDM_Multigrid,No,24,10461,804,55,0,0,0,0,421
Matlab,fosfor15_SatCommSystem-QPSK-OFDM-LSEstimation-TransionosphericChannel,No,8,9585,495,6,4,6,0,6,145
Matlab,hgpvision_Indirect_EKF_IMU_GPS,No,19,8904,730,48,15,0,0,0,432
Matlab,sjgershm_mfit,No,38,15001,1459,79,0,0,0,0,700
Matlab,jiangxh1992_GA4TSPProblem,No,31,9345,1016,15,0,0,0,0,368
Matlab,ShaoqingRen_faster_rcnn,No,110,62057,4843,178,0,9,0,9,2622
Matlab,YknZhu_segDeepM,No,51,30875,2925,69,0,12,0,12,1195
Matlab,HyeonwooNoh_DeconvNet,No,14,10255,870,30,5,11,0,11,326
Matlab,ahoereth_matlab-neural-networks,No,18,11611,887,33,8,4,0,4,508
Matlab,LiHongbo97_Formation_Consensus_basic,No,31,8944,784,13,0,0,0,0,525
Matlab,garethjns_Kaggle-EEG,No,31,27668,2538,71,10,0,0,0,1151
Matlab,euge2838_Autonomous_Guidance_MPC_and_LQR-LMI,No,36,29598,2179,22,3,11,5,6,995
Matlab,lukasc-ubc_SiliconPhotonicsDesign,No,43,19175,1376,98,25,6,6,0,788
Matlab,ahmetcecen_MultiPolyRegress-MatlabCentral,No,6,4526,381,1,0,0,0,0,148
Matlab,rflamary_nonconvex-optimization,No,23,22872,2317,74,4,0,0,0,640
Matlab,anilbas_BFMLandmarks,No,13,1844,140,6,0,0,0,0,97
